player_id,player_position,team,goals_last_5,assists_last_5,minutes_last_5,shots_on_target,pass_accuracy,fitness_score,opponent_strength,home_away,weather,next_match_goals,performance_level
18,Goalkeeper,Team_G,1,3,302.3785864297548,9,75.61013297311452,74.27918426353581,2,Home,Sunny,1.5087525584209083,Medium
19,Goalkeeper,Team_F,4,1,378.33122418908556,6,81.81878711030305,65.48222255377937,4,Away,Sunny,0.49913024970466524,Low
20,Defender,Team_C,3,2,298.59321024565673,0,80.91726875195094,72.17453283904757,1,Home,Sunny,1.3823412348609034,Medium
21,Midfielder,Team_C,2,2,232.00930491524662,2,73.96099959643286,53.446775738810125,3,Home,Cloudy,0.46272133860489506,Low
22,Forward,Team_E,3,3,321.2652581379606,5,74.44856894484579,66.59162496779633,1,Away,Snowy,1.5191533939240771,Medium
23,Midfielder,Team_E,2,1,229.64396029959292,1,76.48522326967613,91.64992682118069,3,Away,Snowy,1.1790514384059145,Medium
24,Goalkeeper,Team_G,3,2,367.48449844910374,5,84.82919326282703,84.88272581928521,2,Home,Snowy,1.3858135611882065,Medium
25,Goalkeeper,Team_F,5,2,368.35280534041266,3,95.27728651765801,85.50223176825014,4,Home,Sunny,0.5011245340385049,Low
26,Midfielder,Team_E,2,2,267.2018036281843,5,70.1104103628403,70.85735080502967,3,Away,Sunny,0.8448097089354334,Medium
27,Midfielder,Team_G,5,1,328.7358504095397,7,87.66830321381288,82.37781673839187,2,Away,Snowy,1.9541148574146245,High
28,Midfielder,Team_G,1,0,820.4073851287161,7,75.3574185197768,92.76554960753757,4,Home,Snowy,0.2601004616878816,Low
29,Goalkeeper,Team_B,0,1,372.3178029060345,6,76.9623106698987,86.98399547579342,1,Home,Cloudy,1.8167598303494514,High
30,Goalkeeper,Team_F,4,2,245.2959047609691,6,80.84436493109745,84.06481890988596,3,Home,Sunny,1.8746422097110034,High
31,Forward,Team_E,6,1,,1,73.4724539083133,46.07921236140712,2,Away,Snowy,0.013312725068096776,Low
32,Forward,Team_F,4,3,240.99384493966943,7,74.41320416624859,82.65470476677595,3,Away,Sunny,1.0474364265262277,Medium
33,,Team_C,3,1,366.63132426037225,6,96.71117385972907,71.9973566899899,5,Home,Cloudy,0.3026279298319079,Low
34,Midfielder,Team_C,5,4,383.76184407998875,5,78.84317466121922,63.17690459429844,3,Home,Snowy,0.8520712783157034,Medium
35,Midfielder,Team_F,2,2,279.82451638160643,3,82.95717760542787,82.68814839118606,4,Home,Snowy,0.5343292662855383,Low
36,Forward,Team_B,2,2,393.14773199249237,6,96.19845283746578,75.85995883255386,5,Home,Rainy,0.49885140693172086,Low
37,Goalkeeper,Team_B,2,0,225.55802221887268,3,95.88891313637332,80.55516553567833,4,Away,Cloudy,0.7846620529903003,Low
38,Forward,Team_F,4,2,385.9750067126329,3,76.2360654918626,67.53920949555967,1,Home,Rainy,1.345102947518939,Medium
39,Forward,Team_E,3,6,406.30737428975846,7,70.24288380656196,58.23260924753575,5,Away,Rainy,0.7865786548716798,Low
40,Defender,Team_D,5,2,340.7489116490919,4,67.25706134126938,98.64993416441934,5,Away,Cloudy,0.571415678474737,Low
41,Defender,Team_B,2,2,308.2684531382383,3,66.23350342176914,61.495714296159896,4,Home,Snowy,0.0,Low
42,Defender,Team_A,2,0,338.74518920599536,5,73.72510860001508,68.05908636697973,2,Home,Cloudy,1.0166802056973367,Medium
43,Midfielder,Team_C,3,4,283.7744978761324,5,66.98263412075677,85.57573252873475,3,Home,Sunny,1.599001518970097,Medium
44,Goalkeeper,Team_F,3,1,477.47760074976463,4,77.36019061964538,91.68383180699811,1,Home,Snowy,0.5699698420777338,Low
45,,Team_A,4,1,284.8081225739425,6,70.8336674164183,77.71172899201594,1,Away,Sunny,1.8729236382306396,High
46,Goalkeeper,Team_F,1,3,399.04407017943913,3,74.63102495642705,85.86925552536135,2,Home,Cloudy,0.816450776629344,Medium
47,Goalkeeper,Team_G,0,2,,3,77.00272455797946,81.16507513932662,4,Home,Sunny,0.8427844016478389,Medium
48,Defender,Team_C,1,4,415.808496770219,8,74.8032847600942,63.86592107667302,1,Away,Sunny,1.5759380080736523,Medium
49,Midfielder,Team_C,4,1,440.73971490531017,3,67.4821655037025,61.287013371263214,3,Away,Cloudy,1.0461255408255665,Medium
50,Midfielder,Team_B,3,1,343.1594486611606,8,81.55168312818421,87.05815018958393,2,Away,Rainy,1.7409323000274064,Medium
51,Defender,Team_B,4,4,337.199436114029,4,90.30685187798987,82.59853659507597,5,Away,Rainy,0.0,Low
52,Midfielder,Team_A,1,4,262.6052585129253,7,90.06764594850316,108.15589828085362,3,Home,Rainy,1.7029857858434376,Medium
53,Defender,Team_G,5,5,255.4599434259029,3,86.57308001681605,65.08910172846377,4,Away,Cloudy,0.582365218663108,Low
54,Goalkeeper,Team_F,3,1,337.8748763099377,3,75.27722785295957,75.28173829312757,4,Away,Rainy,0.09313658319141466,Low
55,Defender,Team_G,4,0,407.4915486308672,3,71.68268950330898,76.32186810016574,2,Home,Rainy,0.8023576458110891,Medium
56,Goalkeeper,Team_C,4,4,287.1078506510582,7,85.05502940612594,58.257219008127365,5,Away,Cloudy,0.07800306168135063,Low
57,Goalkeeper,Team_A,4,2,452.4757530676511,7,81.2711182043703,68.5234448878387,5,Away,Rainy,0.9893217391227335,Medium
58,Forward,Team_D,1,1,283.39124362220974,3,85.05482662164988,81.06885268111087,2,Away,Rainy,0.90988776488163,Medium
59,Defender,Team_A,4,4,333.76351644499823,0,96.46896681212098,80.94197188348134,2,Home,Snowy,0.658935728630972,Low
60,Forward,Team_E,3,0,333.9209879842193,3,77.77838438317947,67.32330416099303,2,Away,Sunny,1.0678480460715396,Medium
61,Defender,Team_A,2,3,313.90793748586896,5,70.43153657200655,73.16632283482691,5,Home,Rainy,0.1145471993416266,Low
62,Defender,Team_G,5,1,197.3703490204262,2,72.71416110874102,98.46348919028075,4,Away,Sunny,0.3837073217918029,Low
63,Forward,Team_E,4,2,,7,79.4045090315033,74.5298971892981,4,Away,Rainy,1.30107664571154,Medium
64,Forward,Team_E,3,1,331.97835753817236,6,72.28370939044176,67.26249658407914,3,Away,Rainy,1.0090445124530756,Medium
65,Defender,Team_E,4,4,314.24089424118716,5,85.46789246911115,100.02647640436629,4,Away,Sunny,1.4106427721475294,Medium
66,Midfielder,Team_D,4,1,358.172159564167,4,85.00890963391116,78.87918831182456,2,Home,Rainy,0.9107115965938659,Medium
67,Goalkeeper,Team_A,3,4,365.4101547195111,9,90.89218338542668,64.73308980628666,3,Home,Snowy,1.2401441347539295,Medium
68,Forward,Team_G,1,0,305.5952923292654,6,90.96845515248478,87.59272002982547,1,Home,Snowy,1.7957169210400963,Medium
69,Goalkeeper,Team_A,2,3,262.25417766107324,4,52.76481752697697,62.428211296948646,5,Away,Sunny,0.5949106339953298,Low
70,Midfielder,Team_D,0,1,412.8990623230048,5,70.15067007401102,64.23478191500465,3,Home,Sunny,0.9193206586758749,Medium
71,Midfielder,Team_C,4,2,238.6722601690609,10,79.09165316780684,68.81507962944815,1,Home,Cloudy,2.7717545094437774,High
72,Midfielder,Team_B,1,0,284.2815665940711,4,66.8022453331797,64.45998604180625,2,Away,Rainy,1.070890966088427,Medium
73,Forward,Team_G,5,1,269.00240456157195,3,77.42638817489487,65.6892342858367,4,Away,Cloudy,0.21923487446436093,Low
74,Midfielder,Team_G,1,2,364.7874573081265,7,70.26288122282574,61.73017862232083,4,Home,Snowy,0.6055099311846268,Low
75,Forward,Team_A,4,1,399.0213184688355,10,73.85920906531013,76.22452691231544,3,Away,Sunny,1.7230607582937778,Medium
76,Midfielder,Team_B,1,1,,5,94.73366764787576,60.10509492519754,1,Home,Rainy,1.1028804278969422,Medium
77,Goalkeeper,Team_F,6,1,333.78660562009475,3,90.30740957385201,58.79752008876841,4,Away,Snowy,0.40513943217250054,Low
78,Goalkeeper,Team_F,4,2,345.72630925934897,3,78.29789679134198,80.5053956448473,2,Away,Snowy,1.1126879434987211,Medium
79,Defender,Team_D,1,1,428.2402459153317,5,69.21938717739255,72.31596385214094,1,Home,Rainy,1.4102652143039716,Medium
80,Goalkeeper,Team_F,3,0,213.58559346720935,8,81.45615114067532,75.02067671348755,1,Away,Sunny,2.485828213776281,High
81,Defender,Team_G,3,3,364.65331394761574,5,56.61436013778339,71.89093766078327,4,Away,Sunny,1.0571957859080787,Medium
82,Goalkeeper,Team_F,4,2,342.5914848763702,3,84.78043151032509,101.61477573122451,3,Away,Rainy,1.1481642275154265,Medium
83,Forward,Team_C,2,1,297.74962848525075,4,83.84300261801413,75.22941123764495,3,Away,Snowy,0.8422135278853902,Medium
84,Goalkeeper,Team_C,4,2,339.5736041432177,4,66.42337341193466,72.80955966917548,3,Away,Snowy,0.5662229511651921,Low
85,Defender,Team_C,3,1,364.4497385497951,6,91.56973733319211,79.5105668066319,4,Home,Rainy,0.7010844916595151,Low
86,Defender,Team_F,3,2,354.9897627489682,4,72.23838318238327,78.8780975802429,5,Home,Cloudy,0.04730930500379907,Low
87,Midfielder,Team_D,2,0,449.5100363549779,5,69.03543889377933,86.57418229220015,2,Home,Rainy,0.8364989376472733,Medium
88,Forward,Team_E,4,3,327.6488952676211,6,79.95945563247282,77.06981355090036,2,Home,Sunny,1.0864575472202602,Medium
89,Goalkeeper,Team_E,3,2,321.6143109974196,5,65.0171033687653,80.04954850855674,3,Away,Cloudy,1.7472269113566226,Medium
90,Midfielder,Team_B,1,1,309.1220728598135,7,69.55837425972618,84.22111247568724,3,Home,Cloudy,1.547521660426069,Medium
91,Goalkeeper,Team_E,1,3,353.1787302287533,6,81.70357628283226,87.9735687261522,2,Home,Sunny,1.4209233349825552,Medium
92,Goalkeeper,Team_E,2,3,318.0765043108431,6,73.68198184070788,69.5710793469003,4,Away,Rainy,1.0733721029016128,Medium
93,Midfielder,Team_C,2,2,320.79254870388604,5,92.31857263670804,57.22534598187224,1,Home,Rainy,1.3769837509152767,Medium
94,Midfielder,Team_C,1,2,321.0697916003754,3,62.64318142304504,55.096120541411004,2,Home,Cloudy,0.17994967076596785,Low
95,Midfielder,Team_F,6,2,311.9234858305944,5,79.14713433791351,81.10122315137207,2,Home,Sunny,0.7343838253469175,Low
96,Midfielder,Team_B,2,2,283.47963187085554,4,88.18957813779274,77.53897712995511,1,Away,Cloudy,0.7403925220550835,Low
97,Midfielder,Team_A,5,3,345.08639229181466,3,86.12325410641019,,1,Home,Snowy,0.8220611448410684,Medium
98,Goalkeeper,Team_G,7,2,302.8971460990029,3,71.23950501706942,75.00097286751866,5,Home,Cloudy,0.0,Low
99,Midfielder,Team_B,5,1,356.82077016922665,4,96.42610207240003,69.78069079595424,2,Home,Snowy,1.0890242916788087,Medium
100,Forward,Team_B,4,2,326.64605773567985,5,59.45594456593893,65.56364910613743,1,Home,Rainy,1.5174601339182832,Medium
101,Defender,Team_D,3,3,296.8055074202572,3,77.75124475739595,52.922925622028316,2,Home,Rainy,0.28541765740479974,Low
102,Midfielder,Team_F,4,2,413.8898243021039,4,87.32606505052635,70.37968726578526,1,Away,Sunny,1.802065556415458,High
103,Midfielder,Team_D,1,2,313.8612448671814,2,90.27537047640367,79.33637460627617,3,Away,Cloudy,0.06564451988448289,Low
104,Goalkeeper,Team_B,2,2,357.3693808737084,2,69.07631040460703,96.54537955475044,3,Away,Snowy,0.7266748084384774,Low
105,Midfielder,Team_B,4,3,278.0010256404739,2,79.53443025502902,58.76267937836316,3,Home,Sunny,0.20874318662483657,Low
106,Midfielder,Team_B,1,2,198.46764013212922,4,86.02982332444554,69.71578101110877,2,Away,,1.0357857538546857,Medium
107,Midfielder,Team_E,4,4,285.9800499393772,1,76.35385439640967,94.46358330590971,2,Home,Sunny,0.90749669739709,Medium
108,Goalkeeper,Team_G,6,2,191.75307761601238,6,66.12164036340435,86.78488974457191,2,Home,Rainy,1.7799104300615167,Medium
109,Midfielder,Team_G,3,1,305.7882279908451,9,60.86294048408878,84.74478004086646,4,Away,Cloudy,1.5464867595587366,Medium
110,Defender,Team_D,1,2,408.11882087234324,7,71.48331570099509,75.01021390966106,3,Away,Cloudy,0.9494684339211549,Medium
111,Goalkeeper,Team_B,2,2,265.68289867540096,7,72.49746655595021,84.87333939874192,1,Home,Sunny,1.8266221556659554,High
112,Defender,Team_G,4,2,193.6373685443487,3,70.43445242283704,65.30556562090803,5,Away,Sunny,0.0,Low
113,Goalkeeper,Team_C,3,2,410.0154194607516,6,96.65315422211495,63.48331754504956,4,Home,Sunny,0.3016985434632852,Low
114,Midfielder,Team_G,1,3,291.4787142005449,4,83.57751175644776,55.89489489245505,2,Away,Cloudy,0.8733024370894735,Medium
115,Defender,Team_F,7,1,319.05569706987876,9,75.14745866787773,74.32015496437478,3,Home,Rainy,1.4001418604178748,Medium
116,Goalkeeper,Team_F,2,3,367.29679814786465,7,75.79535397073346,82.80828956522417,4,Away,Sunny,0.9530332609605499,Medium
117,Forward,Team_G,5,3,351.390365899349,5,76.3965947707313,79.5590365653159,3,Home,Sunny,1.3536743333633108,Medium
118,Midfielder,Team_C,6,3,365.0307451767121,8,83.95750376297221,95.60501208731893,1,Away,Cloudy,2.4267299572760415,High
119,Goalkeeper,Team_F,1,2,374.0257393727254,4,67.22240500504486,65.90609711193179,5,Away,Rainy,0.5189557579864312,Low
120,Forward,Team_E,0,3,215.23312204463272,4,68.44105054200543,88.14061732709641,4,Home,Snowy,0.6499371239250362,Low
121,Goalkeeper,Team_G,2,2,235.13913559159886,1,77.74434588997693,,5,Home,Snowy,0.0,Low
122,Forward,Team_E,3,3,390.2701797577305,10,50.42173913889556,87.46482420675495,4,Home,Rainy,1.5922085543650182,Medium
123,Midfielder,Team_G,5,1,273.0956514144988,5,69.92541759966782,74.43869833984274,3,Away,Rainy,1.811146016459878,High
124,Defender,Team_A,0,1,279.64124930218645,7,86.9749399033112,,2,Home,Sunny,0.8418364936197764,Medium
125,Forward,Team_A,0,2,244.22944867014093,4,85.8827975135986,78.09883827909185,3,Away,Cloudy,0.19138195783695433,Low
126,Goalkeeper,Team_A,3,2,295.7031266391511,6,61.911270996619706,75.33503626022102,2,Away,Cloudy,0.9214558470357558,Medium
127,Midfielder,Team_F,4,3,299.04103617893173,2,76.89436212437664,92.31217324158536,2,Home,Rainy,0.7029970582956893,Low
128,Forward,Team_E,3,3,263.75235873889056,8,64.77172217697868,49.19654644330153,2,Away,Snowy,0.8226653402555781,Medium
129,Goalkeeper,Team_E,4,3,256.81503530745533,4,70.36516075174917,67.10101487129279,3,Home,,1.005347210020697,Medium
130,Goalkeeper,Team_E,3,2,339.11978553054234,3,71.70487939080986,67.49953250810033,3,Away,Rainy,0.40659099207276955,Low
131,,Team_C,5,1,271.5398439866942,4,84.54973337713596,86.3798517143674,5,Home,Sunny,0.48226190746397274,Low
132,,Team_E,6,2,283.62126458130433,5,87.3492790202045,69.17079450686421,4,Home,Cloudy,1.0309073084729337,Medium
133,Forward,Team_C,3,2,188.82329919355516,3,72.87050991157474,74.43784435387737,2,Away,Snowy,0.4503494022078684,Low
134,Forward,Team_A,4,3,436.2920145518615,4,62.87107100418084,70.62370114940765,1,Away,Snowy,0.737565845564087,Low
135,Defender,Team_A,1,1,376.509441768482,3,59.93593463795535,83.26296543666814,1,Home,Snowy,1.2176979404747197,Medium
136,Forward,Team_F,3,2,290.3116368003835,3,89.28310235035613,73.4944092001401,2,Home,Rainy,0.9751526068138504,Medium
137,Forward,Team_G,3,1,266.05514386053676,7,75.12540869169007,85.32318966410575,4,Home,Cloudy,1.1453446479107043,Medium
138,Forward,Team_A,2,3,320.6533278339875,5,75.8164334350369,86.82442798601528,3,Home,Snowy,1.0551437390803637,Medium
139,Defender,Team_G,4,1,319.00798462414076,6,66.43856425297933,98.44034375616914,5,Home,Sunny,0.40505411724905777,Low
140,Forward,Team_G,3,1,,9,87.1072894338713,85.41159809929306,1,Home,Sunny,2.2974406290579044,High
141,Goalkeeper,Team_F,5,6,166.9678262646584,7,84.0244318335176,80.79019153954664,4,Away,Cloudy,1.6127944891084511,Medium
142,Forward,Team_B,3,2,288.43544554899984,6,73.61143799350162,96.88117785855279,3,Home,Cloudy,1.5229592417429447,Medium
143,Goalkeeper,Team_B,3,1,226.19752814602919,8,68.61979073934693,88.62497009316073,2,Away,Snowy,1.1651844588560465,Medium
144,Goalkeeper,Team_D,2,2,330.2827968034125,3,79.7348783432026,76.09512447057465,3,Away,Sunny,0.8364531533879422,Medium
145,Goalkeeper,Team_F,0,2,330.68489399964045,7,59.367351498425194,,3,Away,Sunny,0.928800143459956,Medium
146,Defender,Team_D,4,0,261.60723809948547,5,82.80306950993729,89.59821615896914,3,Away,Cloudy,1.043289580078506,Medium
147,Defender,Team_D,3,3,287.92494394067285,10,74.86977211789261,70.38299040082353,5,Home,Rainy,1.054320473332997,Medium
148,Defender,Team_B,2,2,425.782501518685,5,79.75666544257965,80.03409097408215,1,Home,Snowy,1.2516714474838155,Medium
149,Forward,Team_F,4,4,366.50771157625775,8,77.56040824680912,56.255188315191106,1,Home,Rainy,1.702884368991681,Medium
150,Goalkeeper,Team_B,6,3,292.86483375746576,11,86.42754657818226,72.84362497007163,5,Away,Rainy,0.9483539197534671,Medium
151,Defender,Team_D,4,3,457.51755961615874,4,87.06390235299189,92.27621344890176,4,Away,Sunny,0.11781255565980564,Low
152,Defender,Team_F,4,1,248.18375528170134,4,88.37584926951956,62.533285597498065,3,Away,Sunny,0.9951959388767428,Medium
153,Forward,Team_D,2,1,271.2383165110067,5,78.96898781635235,84.21331971220859,2,Home,Sunny,1.6089524999965785,Medium
154,Defender,Team_E,1,5,313.3691497575244,4,77.17975132200633,48.919227262847166,5,Away,Snowy,0.0,Low
155,Forward,Team_G,1,1,228.13957607742105,5,71.21211084871764,90.18645018375123,3,Home,Rainy,1.5718887588648558,Medium
156,Midfielder,Team_F,1,1,427.4185498776708,5,72.13638535762051,65.49258274673295,3,Away,Rainy,0.28516967585870506,Low
157,Defender,Team_F,4,3,330.98912232255685,12,81.48898389865535,70.88844115637558,1,Away,Rainy,2.2314925409444473,High
158,Midfielder,Team_G,3,2,272.60306858601234,4,78.14863193612672,91.95489038773917,5,Away,Sunny,0.21879804697032926,Low
159,Forward,Team_D,4,6,346.8672170842857,1,90.1507202525614,70.48002006381628,2,Away,Snowy,0.0,Low
160,Goalkeeper,Team_E,4,1,328.76335089787347,7,75.64342452687873,86.2334898743936,5,Away,Sunny,0.901105860009502,Medium
161,Defender,Team_C,2,4,301.7209349524492,5,63.60542529297718,83.44931827582727,2,Away,Rainy,1.2584816290718275,Medium
162,Forward,Team_G,6,1,247.4890899907112,3,79.46438811315939,89.77781759844108,3,Home,Cloudy,1.3640206611689036,Medium
163,Goalkeeper,Team_B,3,2,,3,87.26318886521477,86.80101825969018,2,Away,Sunny,1.1438057695446289,Medium
164,Goalkeeper,Team_D,1,1,451.2080598465936,3,83.11820358744619,73.66432347513567,3,Away,Sunny,0.7633033463395431,Low
165,Midfielder,Team_G,3,4,238.83590689340016,6,82.72148409676862,89.14559427860641,2,Away,Snowy,1.2609325200379795,Medium
166,Forward,Team_G,2,0,421.87793116108253,7,88.09441007395165,78.00446631182488,1,Home,Cloudy,1.6230602293460634,Medium
167,Goalkeeper,Team_F,2,1,269.3144511430427,6,80.09456565135844,77.87849062934548,5,Away,Snowy,0.7840254742627133,Low
168,Defender,Team_B,3,2,367.40195405241934,8,61.52996943273661,95.61907320706636,1,Away,Sunny,1.8977989960959798,High
169,Defender,Team_B,3,0,347.92598540484676,7,86.42039445798657,79.11860827122153,4,Away,Snowy,1.3838919221246453,Medium
170,Midfielder,Team_B,3,1,359.925122017785,4,,73.41532130607563,5,Away,Sunny,0.18701301909419793,Low
171,Goalkeeper,Team_G,3,0,363.92085633441144,4,76.73686754142722,95.04258274515114,5,Home,Cloudy,0.12807873004390352,Low
172,Forward,Team_C,6,2,223.30606265974936,5,65.74580361342973,75.51511932132203,2,Away,Snowy,1.6388043956903908,Medium
173,Defender,Team_A,6,2,279.4192404515494,3,70.00440711636745,61.931581117337664,3,Away,Cloudy,1.2068751500865937,Medium
174,Goalkeeper,Team_D,3,3,237.91712244693716,4,,56.27961552119069,2,Away,Sunny,0.5923539728022414,Low
175,Goalkeeper,Team_A,3,2,331.35806365085585,2,72.61985729805454,73.57681730844186,5,Home,Sunny,0.0,Low
176,Midfielder,Team_G,3,0,240.59934007254643,4,71.96522920946289,69.25669807224028,1,Away,Cloudy,0.9444299034960799,Medium
177,Defender,Team_A,2,1,201.13716937560673,4,76.74866932945832,87.4697697240616,3,Home,Snowy,0.9274787594956762,Medium
178,Defender,Team_G,3,1,305.75135980738554,6,93.61577238889063,68.41618171981885,2,Home,Cloudy,1.6433747725887076,Medium
179,Forward,Team_A,3,4,,12,87.56129084603891,59.58042762367651,1,Home,Cloudy,2.219752778165842,High
180,Defender,Team_B,3,0,335.5242916832574,4,78.34030952768853,75.07407004646501,2,Home,Rainy,0.7358207773041858,Low
181,Forward,Team_E,1,2,244.5422285973355,1,,55.83910102355959,5,Home,Cloudy,0.0,Low
182,Defender,Team_B,4,0,269.56521511518633,2,66.48231800410693,75.65417981339559,2,Away,Cloudy,0.3982628747390948,Low
183,Midfielder,Team_B,1,1,183.175041610538,7,88.68173649653374,75.3855733978601,1,Home,Rainy,1.2839031536800036,Medium
184,Defender,Team_F,4,1,419.00613282851276,3,65.16193598828343,70.82022260134738,1,Home,Rainy,0.6934064050949034,Low
185,Forward,Team_F,2,2,232.22510678131528,6,66.31381905452153,59.67938593244385,1,Home,Cloudy,1.103977442997079,Medium
186,Forward,Team_A,2,3,298.1599259271263,4,103.64753862621437,66.80946810462066,2,Home,Sunny,0.7388502084177277,Low
187,Midfielder,Team_G,5,1,212.49568445232524,2,76.01366268532577,72.84383271324342,5,Away,Rainy,0.0,Low
188,Defender,Team_B,4,2,269.85993149715364,6,98.74909286166333,59.738426162813475,4,Home,Cloudy,0.9474560307222364,Medium
189,Defender,Team_A,1,1,425.10930686145264,7,74.45723458663744,79.4210660986841,4,Home,Sunny,0.7836022896858761,Low
190,Midfielder,Team_F,1,0,337.84860411592086,3,90.47105384673276,81.33061874195825,4,Away,Snowy,0.4362054063880836,Low
191,Defender,Team_E,5,2,276.5821402213652,5,80.67483455051004,76.04082878421958,3,Away,Sunny,0.7500251468349111,Low
192,Defender,Team_D,3,5,317.9495912206722,6,71.02433443918729,65.73519942268967,5,Away,Snowy,0.6510142194779301,Low
193,Forward,Team_A,1,3,286.3664565988033,9,69.06757403834705,72.029692887123,5,Home,Cloudy,1.257330431397551,Medium
194,Defender,Team_E,1,2,314.4547652103448,6,55.75364426783263,92.80884682512848,3,Home,Cloudy,0.7840683856749884,Low
195,Defender,Team_D,5,3,364.6321231419777,6,68.00714281956377,81.97620232000615,4,Home,Rainy,0.46364713881185515,Low
196,Midfielder,Team_C,4,0,300.13412060557766,3,84.86184432798461,73.04266236805708,4,Away,Snowy,0.4845732848076894,Low
197,Midfielder,Team_A,4,3,333.1994884355063,4,77.23449880890993,83.30713137400514,3,Away,Sunny,0.8606995202570505,Medium
198,Goalkeeper,Team_A,1,0,334.1897298588953,6,72.28703745686084,,1,Home,Sunny,1.4970627346977836,Medium
199,Forward,Team_C,0,2,300.4312611621354,3,76.81555230694957,105.17880528427747,5,Home,Sunny,0.38198881434675747,Low
200,Defender,Team_C,4,0,275.84444061979667,4,87.49068999319479,60.43226035289424,4,Away,Cloudy,0.5080288444223501,Low
201,Defender,Team_A,2,2,288.48899860373234,5,64.13907902425959,78.28539725996458,4,Away,Snowy,0.04283270596781097,Low
202,Goalkeeper,Team_C,4,2,361.9511150921046,7,81.42038019329553,64.07161565970134,3,Home,Cloudy,0.9637981222847958,Medium
203,Defender,Team_B,1,5,366.945002298527,6,62.98976622057849,61.92736301284144,2,Away,,0.8223938515503498,Medium
204,Forward,Team_D,1,1,251.73234012389173,8,50.12476549922989,87.47041384461401,5,Away,Sunny,0.9063100082689926,Medium
205,Goalkeeper,Team_D,4,3,304.34063993671947,5,71.80504601685372,73.49932791119915,5,Home,Rainy,0.7669320514078855,Low
206,Forward,Team_D,2,0,274.8246878538599,3,73.11965592113708,77.00775708641015,5,Home,Sunny,0.3099476052865321,Low
207,Goalkeeper,Team_B,1,0,367.99714578296846,5,74.66197000310986,78.68199681833048,1,Home,Cloudy,1.2412782969131524,Medium
208,Goalkeeper,Team_G,1,2,291.72781761320596,3,76.9160559275278,82.19546778494546,2,Home,Sunny,0.6372674922081192,Low
209,Midfielder,Team_C,3,4,452.05542905428206,4,83.20395685780713,81.29055890006526,5,Away,Cloudy,0.08906866501133484,Low
210,Forward,Team_E,4,0,333.07384339382315,1,70.49732290965645,85.45386942463102,1,Away,Sunny,1.2801916356312388,Medium
211,Defender,Team_C,2,0,390.91978725339334,3,64.57345114196075,52.85563030636622,1,Away,Snowy,1.262087758566546,Medium
212,Defender,Team_A,2,1,259.12335039179806,2,88.69523362055418,65.58924271914171,1,Home,Sunny,1.2953748959505418,Medium
213,Forward,Team_F,4,2,320.70332894515195,4,90.58426608316378,64.13007327522804,5,Home,Cloudy,0.4477680191434772,Low
214,Defender,Team_D,3,2,356.9703859022134,4,79.95466069554035,87.60605362527448,5,Away,Snowy,0.14377093065717414,Low
215,Defender,Team_C,1,0,258.001985490692,3,82.49295382168869,84.0817268889524,3,Away,Rainy,0.2763569332396771,Low
216,Forward,Team_E,1,1,321.22056270863465,1,,,3,Away,Snowy,0.2741065679828004,Low
